RealizationID,YrMth,SurfaceWaterSource,Value
349,2020-02-1,TBC_avail,26.55631334
349,2020-03-1,TBC_avail,135.431627
349,2020-04-1,TBC_avail,159.3983668
349,2020-05-1,TBC_avail,122.1905129
349,2020-06-1,TBC_avail,37.80543924
349,2020-07-1,TBC_avail,22.94534306
349,2020-08-1,TBC_avail,184.566613
349,2020-09-1,TBC_avail,189.2966032
106,2018-10-1,TBC_avail,31.82329244
106,2018-11-1,TBC_avail,163.8931015
106,2018-12-1,TBC_avail,76.20771822
106,2019-01-1,TBC_avail,73.30422129
106,2019-02-1,TBC_avail,189.5529791
106,2019-03-1,TBC_avail,173.090433
106,2019-04-1,TBC_avail,101.2585451
106,2019-05-1,TBC_avail,91.70147871
106,2019-06-1,TBC_avail,82.74879842
106,2019-07-1,TBC_avail,87.45115865
106,2019-08-1,TBC_avail,113.4524559
106,2019-09-1,TBC_avail,41.69254753
106,2019-10-1,TBC_avail,190
106,2019-11-1,TBC_avail,188.6892831
106,2019-12-1,TBC_avail,52.56814479
106,2020-01-1,TBC_avail,29.00236428
106,2020-02-1,TBC_avail,135.8136324
106,2020-03-1,TBC_avail,56.86447447
106,2020-04-1,TBC_avail,48.77798945
106,2020-05-1,TBC_avail,28.54582017
106,2020-06-1,TBC_avail,16.20017038
106,2020-07-1,TBC_avail,46.48225342
106,2020-08-1,TBC_avail,44.40465054
106,2020-09-1,TBC_avail,58.66267802
141,2018-10-1,TBC_avail,92.504015
141,2018-11-1,TBC_avail,51.40309422
141,2018-12-1,TBC_avail,51.23908343
141,2019-01-1,TBC_avail,16.4772068
141,2019-02-1,TBC_avail,95.7283067
141,2019-03-1,TBC_avail,169.1069386
141,2019-04-1,TBC_avail,152.9119112
141,2019-05-1,TBC_avail,85.58102553
141,2019-06-1,TBC_avail,119.5003593
141,2019-07-1,TBC_avail,73.46681489
141,2019-08-1,TBC_avail,34.09858699
141,2019-09-1,TBC_avail,46.06729395
141,2019-10-1,TBC_avail,77.80877885
141,2019-11-1,TBC_avail,46.86052787
141,2019-12-1,TBC_avail,79.86243919
141,2020-01-1,TBC_avail,161.7871703
141,2020-02-1,TBC_avail,155.5810563
141,2020-03-1,TBC_avail,171.3422866
141,2020-04-1,TBC_avail,135.1880357
141,2020-05-1,TBC_avail,84.84847457
141,2020-06-1,TBC_avail,17.16337253
141,2020-07-1,TBC_avail,75.82241246
141,2020-08-1,TBC_avail,66.85577557
141,2020-09-1,TBC_avail,74.22244315
189,2018-10-1,TBC_avail,130.0766593
189,2018-11-1,TBC_avail,140.8716683
189,2018-12-1,TBC_avail,182.8311312
189,2019-01-1,TBC_avail,187.6950012
189,2019-02-1,TBC_avail,97.84096102
189,2019-03-1,TBC_avail,157.2388712
189,2019-04-1,TBC_avail,153.2645749
189,2019-05-1,TBC_avail,25.98778175
189,2019-06-1,TBC_avail,96.86733007
189,2019-07-1,TBC_avail,89.55396265
189,2019-08-1,TBC_avail,49.43254022
189,2019-09-1,TBC_avail,142.1586403
189,2019-10-1,TBC_avail,83.53927279
189,2019-11-1,TBC_avail,111.7136014
189,2019-12-1,TBC_avail,83.3719863
189,2020-01-1,TBC_avail,118.6095125
189,2020-02-1,TBC_avail,31.1901582
189,2020-03-1,TBC_avail,140.1664106
189,2020-04-1,TBC_avail,77.28503662
189,2020-05-1,TBC_avail,61.75472153
189,2020-06-1,TBC_avail,50.61683313
189,2020-07-1,TBC_avail,11.81317595
189,2020-08-1,TBC_avail,179.5386884
189,2020-09-1,TBC_avail,187.7108146
788,2018-10-1,TBC_avail,189.4710995
788,2018-11-1,TBC_avail,129.1123156
788,2018-12-1,TBC_avail,117.1296251
788,2019-01-1,TBC_avail,142.3652369
788,2019-02-1,TBC_avail,190
788,2019-03-1,TBC_avail,48.75794226
788,2019-04-1,TBC_avail,68.50878043
788,2019-05-1,TBC_avail,138.7472009
788,2019-06-1,TBC_avail,179.6833895
788,2019-07-1,TBC_avail,63.97453859
788,2019-08-1,TBC_avail,25.3087864
788,2019-09-1,TBC_avail,145.0260639
788,2019-10-1,TBC_avail,29.49323631
788,2019-11-1,TBC_avail,36.89263083
788,2019-12-1,TBC_avail,166.7410258
788,2020-01-1,TBC_avail,190
788,2020-02-1,TBC_avail,161.3275565
788,2020-03-1,TBC_avail,187.5252889
788,2020-04-1,TBC_avail,106.3522431
788,2020-05-1,TBC_avail,138.1696814
788,2020-06-1,TBC_avail,34.38767366
788,2020-07-1,TBC_avail,57.97877328
788,2020-08-1,TBC_avail,35.66866912
788,2020-09-1,TBC_avail,113.9811461
535,2018-10-1,TBC_avail,190
535,2018-11-1,TBC_avail,180.4314818
535,2018-12-1,TBC_avail,106.592947
535,2019-01-1,TBC_avail,22.71475855
535,2019-02-1,TBC_avail,135.114316
535,2019-03-1,TBC_avail,144.0363367
535,2019-04-1,TBC_avail,189.3832892
535,2019-05-1,TBC_avail,38.2088513
535,2019-06-1,TBC_avail,68.18147695
535,2019-07-1,TBC_avail,176.4405222
535,2019-08-1,TBC_avail,79.96331984
535,2019-09-1,TBC_avail,130.5383182
535,2019-10-1,TBC_avail,48.96089031
535,2019-11-1,TBC_avail,19.86019169
535,2019-12-1,TBC_avail,155.3587858
535,2020-01-1,TBC_avail,34.697395
535,2020-02-1,TBC_avail,42.57832918
535,2020-03-1,TBC_avail,144.6347219
535,2020-04-1,TBC_avail,42.35530903
535,2020-05-1,TBC_avail,75.23224427
535,2020-06-1,TBC_avail,94.35271178
535,2020-07-1,TBC_avail,38.17173712
535,2020-08-1,TBC_avail,17.87961531
535,2020-09-1,TBC_avail,185.7738246
369,2018-10-1,TBC_avail,87.93870732
369,2018-11-1,TBC_avail,173.0178359
369,2018-12-1,TBC_avail,172.4514908
369,2019-01-1,TBC_avail,4.839491681
369,2019-02-1,TBC_avail,45.58736473
369,2019-03-1,TBC_avail,179.5639055
369,2019-04-1,TBC_avail,54.75735087
369,2019-05-1,TBC_avail,17.06088372
369,2019-06-1,TBC_avail,72.29426034
369,2019-07-1,TBC_avail,159.226946
369,2019-08-1,TBC_avail,85.51860871
369,2019-09-1,TBC_avail,181.6170184
369,2019-10-1,TBC_avail,94.70820137
369,2019-11-1,TBC_avail,117.6790778
369,2019-12-1,TBC_avail,103.5887223
369,2020-01-1,TBC_avail,188.9121903
369,2020-02-1,TBC_avail,190
369,2020-03-1,TBC_avail,190
369,2020-04-1,TBC_avail,90.86351673
369,2020-05-1,TBC_avail,181.7421532
369,2020-06-1,TBC_avail,94.70478625
369,2020-07-1,TBC_avail,97.49966115
369,2020-08-1,TBC_avail,173.0110281
369,2020-09-1,TBC_avail,178.2366449
523,2018-10-1,TBC_avail,70.48594277
523,2018-11-1,TBC_avail,159.9216817
523,2018-12-1,TBC_avail,69.50763381
523,2019-01-1,TBC_avail,180.8119291
523,2019-02-1,TBC_avail,59.89055776
523,2019-03-1,TBC_avail,166.5951473
523,2019-04-1,TBC_avail,144.22865
523,2019-05-1,TBC_avail,51.9295131
523,2019-06-1,TBC_avail,55.66331123
523,2019-07-1,TBC_avail,174.0463805
523,2019-08-1,TBC_avail,81.94387655
523,2019-09-1,TBC_avail,81.89732327
523,2019-10-1,TBC_avail,154.0250216
523,2019-11-1,TBC_avail,67.18312991
523,2019-12-1,TBC_avail,95.38108435
523,2020-01-1,TBC_avail,101.7611761
523,2020-02-1,TBC_avail,97.25782157
523,2020-03-1,TBC_avail,71.06905106
523,2020-04-1,TBC_avail,172.5803185
523,2020-05-1,TBC_avail,132.988549
523,2020-06-1,TBC_avail,87.32713476
523,2020-07-1,TBC_avail,30.32944934
523,2020-08-1,TBC_avail,56.27967275
523,2020-09-1,TBC_avail,138.7122383
669,2018-10-1,TBC_avail,96.48191681
669,2018-11-1,TBC_avail,56.26118196
669,2018-12-1,TBC_avail,179.1898396
669,2019-01-1,TBC_avail,182.1326454
669,2019-02-1,TBC_avail,139.9989041
669,2019-03-1,TBC_avail,178.6123191
669,2019-04-1,TBC_avail,67.52334699
669,2019-05-1,TBC_avail,40.83328024
669,2019-06-1,TBC_avail,72.77817456
669,2019-07-1,TBC_avail,80.09717571
669,2019-08-1,TBC_avail,186.3859467
669,2019-09-1,TBC_avail,154.6676072
669,2019-10-1,TBC_avail,145.4164118
669,2019-11-1,TBC_avail,108.497462
669,2019-12-1,TBC_avail,84.32103817
669,2020-01-1,TBC_avail,177.7765897
669,2020-02-1,TBC_avail,176.4248278
669,2020-03-1,TBC_avail,148.8465488
669,2020-04-1,TBC_avail,133.5827335
669,2020-05-1,TBC_avail,143.3931823
669,2020-06-1,TBC_avail,24.38652611
669,2020-07-1,TBC_avail,33.36845894
669,2020-08-1,TBC_avail,86.38370757
669,2020-09-1,TBC_avail,188.947866
1000,2018-10-1,TBC_avail,74.13952749
1000,2018-11-1,TBC_avail,67.0405624
1000,2018-12-1,TBC_avail,190
1000,2019-01-1,TBC_avail,152.7306861
1000,2019-02-1,TBC_avail,189.2029106
1000,2019-03-1,TBC_avail,183.0535027
1000,2019-04-1,TBC_avail,85.83453318
1000,2019-05-1,TBC_avail,54.49618948
1000,2019-06-1,TBC_avail,154.30194
1000,2019-07-1,TBC_avail,73.82011088
1000,2019-08-1,TBC_avail,73.96085174
1000,2019-09-1,TBC_avail,186.6612234
1000,2019-10-1,TBC_avail,106.6934021
1000,2019-11-1,TBC_avail,22.40964234
1000,2019-12-1,TBC_avail,43.38887404
1000,2020-01-1,TBC_avail,66.53315974
1000,2020-02-1,TBC_avail,170.4193834
1000,2020-03-1,TBC_avail,190
1000,2020-04-1,TBC_avail,115.4746054
1000,2020-05-1,TBC_avail,98.06555648
1000,2020-06-1,TBC_avail,15.50906907
1000,2020-07-1,TBC_avail,27.16113425
1000,2020-08-1,TBC_avail,127.9984077
1000,2020-09-1,TBC_avail,60.79902319
400,2018-10-1,TBC_avail,71.48761532
400,2018-11-1,TBC_avail,168.2501981
400,2018-12-1,TBC_avail,39.12872838
400,2019-01-1,TBC_avail,17.29282404
400,2019-02-1,TBC_avail,58.34931849
400,2019-03-1,TBC_avail,146.4812543
400,2019-04-1,TBC_avail,40.86382778
400,2019-05-1,TBC_avail,45.20578491
400,2019-06-1,TBC_avail,119.5244291
400,2019-07-1,TBC_avail,180.0056313
400,2019-08-1,TBC_avail,77.48397367
400,2019-09-1,TBC_avail,172.5979216
400,2019-10-1,TBC_avail,167.9294881
400,2019-11-1,TBC_avail,140.8001512
400,2019-12-1,TBC_avail,63.96396279
400,2020-01-1,TBC_avail,80.23467055
400,2020-02-1,TBC_avail,152.2221762
400,2020-03-1,TBC_avail,185.8543931
400,2020-04-1,TBC_avail,143.938841
400,2020-05-1,TBC_avail,94.67680609
400,2020-06-1,TBC_avail,14.00247693
400,2020-07-1,TBC_avail,40.60297518
400,2020-08-1,TBC_avail,66.93207765
400,2020-09-1,TBC_avail,186.166577
608,2018-10-1,TBC_avail,187.8106808
608,2018-11-1,TBC_avail,35.47993419
608,2018-12-1,TBC_avail,64.53585974
608,2019-01-1,TBC_avail,76.03192219
608,2019-02-1,TBC_avail,47.66169907
608,2019-03-1,TBC_avail,175.9465685
608,2019-04-1,TBC_avail,180.0683449
608,2019-05-1,TBC_avail,56.89643978
608,2019-06-1,TBC_avail,102.8885157
608,2019-07-1,TBC_avail,162.3779589
608,2019-08-1,TBC_avail,163.0297195
608,2019-09-1,TBC_avail,190
608,2019-10-1,TBC_avail,190
608,2019-11-1,TBC_avail,189.9470759
608,2019-12-1,TBC_avail,63.72121652
608,2020-01-1,TBC_avail,178.1254889
608,2020-02-1,TBC_avail,177.0818953
608,2020-03-1,TBC_avail,159.3320345
608,2020-04-1,TBC_avail,125.9001619
608,2020-05-1,TBC_avail,179.0276937
608,2020-06-1,TBC_avail,86.97367289
608,2020-07-1,TBC_avail,38.19048771
608,2020-08-1,TBC_avail,154.4246888
608,2020-09-1,TBC_avail,169.6282717
576,2018-10-1,TBC_avail,62.47371256
576,2018-11-1,TBC_avail,16.61440379
576,2018-12-1,TBC_avail,78.10905407
576,2019-01-1,TBC_avail,102.3111861
576,2019-02-1,TBC_avail,71.5420873
576,2019-03-1,TBC_avail,127.3094283
576,2019-04-1,TBC_avail,183.6828008
576,2019-05-1,TBC_avail,37.30639272
576,2019-06-1,TBC_avail,119.1078067
576,2019-07-1,TBC_avail,24.99591266
576,2019-08-1,TBC_avail,111.6169768
576,2019-09-1,TBC_avail,181.3996634
576,2019-10-1,TBC_avail,156.9666232
576,2019-11-1,TBC_avail,83.93938803
576,2019-12-1,TBC_avail,187.172641
576,2020-01-1,TBC_avail,37.36756975
576,2020-02-1,TBC_avail,101.1720745
576,2020-03-1,TBC_avail,111.294294
576,2020-04-1,TBC_avail,41.09656575
576,2020-05-1,TBC_avail,155.1120308
576,2020-06-1,TBC_avail,21.65934063
576,2020-07-1,TBC_avail,41.63609202
576,2020-08-1,TBC_avail,64.04445387
576,2020-09-1,TBC_avail,28.30587339
841,2018-10-1,TBC_avail,186.2128146
841,2018-11-1,TBC_avail,175.6375922
841,2018-12-1,TBC_avail,71.00633273
841,2019-01-1,TBC_avail,75.2614214
841,2019-02-1,TBC_avail,21.43022565
841,2019-03-1,TBC_avail,68.28326707
841,2019-04-1,TBC_avail,45.46122594
841,2019-05-1,TBC_avail,127.4068519
841,2019-06-1,TBC_avail,184.0250064
841,2019-07-1,TBC_avail,189.4901502
841,2019-08-1,TBC_avail,29.1622421
841,2019-09-1,TBC_avail,80.69213828
841,2019-10-1,TBC_avail,87.45729667
841,2019-11-1,TBC_avail,48.49701812
841,2019-12-1,TBC_avail,48.56656887
841,2020-01-1,TBC_avail,56.0958571
841,2020-02-1,TBC_avail,165.1210712
841,2020-03-1,TBC_avail,95.4405374
841,2020-04-1,TBC_avail,135.4077998
841,2020-05-1,TBC_avail,136.4666231
841,2020-06-1,TBC_avail,12.15002226
841,2020-07-1,TBC_avail,18.52535286
841,2020-08-1,TBC_avail,34.13475717
841,2020-09-1,TBC_avail,187.8389179
665,2018-10-1,TBC_avail,60.969678
665,2018-11-1,TBC_avail,29.77970581
665,2018-12-1,TBC_avail,98.67047337
665,2019-01-1,TBC_avail,76.08061392
665,2019-02-1,TBC_avail,127.7893605
665,2019-03-1,TBC_avail,34.71338862
665,2019-04-1,TBC_avail,144.0498084
665,2019-05-1,TBC_avail,158.2667391
665,2019-06-1,TBC_avail,53.9803777
665,2019-07-1,TBC_avail,54.91589849
665,2019-08-1,TBC_avail,165.6667912
665,2019-09-1,TBC_avail,190
665,2019-10-1,TBC_avail,161.0279262
665,2019-11-1,TBC_avail,50.85098381
665,2019-12-1,TBC_avail,62.9027484
665,2020-01-1,TBC_avail,64.40616203
665,2020-02-1,TBC_avail,190
665,2020-03-1,TBC_avail,190
665,2020-04-1,TBC_avail,43.52172517
665,2020-05-1,TBC_avail,105.2040954
665,2020-06-1,TBC_avail,34.78041691
665,2020-07-1,TBC_avail,126.0830564
665,2020-08-1,TBC_avail,24.88736119
665,2020-09-1,TBC_avail,135.1960181
551,2018-10-1,TBC_avail,70.33306845
551,2018-11-1,TBC_avail,56.85089283
551,2018-12-1,TBC_avail,39.72099423
551,2019-01-1,TBC_avail,28.11424203
551,2019-02-1,TBC_avail,22.32544772
551,2019-03-1,TBC_avail,84.16625161
551,2019-04-1,TBC_avail,44.43614748
551,2019-05-1,TBC_avail,107.5479886
551,2019-06-1,TBC_avail,54.53616011
551,2019-07-1,TBC_avail,168.4187763
551,2019-08-1,TBC_avail,135.1369919
551,2019-09-1,TBC_avail,74.42173449
551,2019-10-1,TBC_avail,187.6353885
551,2019-11-1,TBC_avail,182.8137697
551,2019-12-1,TBC_avail,168.1675082
551,2020-01-1,TBC_avail,62.35966806
551,2020-02-1,TBC_avail,46.96954625
551,2020-03-1,TBC_avail,92.83940386
551,2020-04-1,TBC_avail,170.2764227
551,2020-05-1,TBC_avail,140.9994985
551,2020-06-1,TBC_avail,29.36041419
551,2020-07-1,TBC_avail,30.38782183
551,2020-08-1,TBC_avail,186.1303949
551,2020-09-1,TBC_avail,129.6129893
566,2018-10-1,TBC_avail,178.9650029
566,2018-11-1,TBC_avail,173.8041869
566,2018-12-1,TBC_avail,185.6308809
566,2019-01-1,TBC_avail,180.6376036
566,2019-02-1,TBC_avail,190
566,2019-03-1,TBC_avail,188.0050417
566,2019-04-1,TBC_avail,172.0647327
566,2019-05-1,TBC_avail,141.9486431
566,2019-06-1,TBC_avail,61.01406991
566,2019-07-1,TBC_avail,123.6881199
566,2019-08-1,TBC_avail,161.902411
566,2019-09-1,TBC_avail,175.4903731
566,2019-10-1,TBC_avail,190
